;AT;BE;CH;CZ;DE;DK;ES;FR;GB;IE;IT;LU;NL;NO;PL;PT;SE
t262;7398;9799;5878;6763;56317;3909;30381;59658;40298;3455;34979;589;12972;18131;17531;6677;18312
t263;7374;9984;5742;6519;55298;3682;27897;63625;37689;3251;32152;594;12257;17564;16392;6378;17726
t264;6829;10112;5639;6270;51995;3447;25274;63590;35058;3038;29610;569;11489;17125;15301;6055;17102
t265;6484;9633;5688;5945;48910;3270;23219;59551;32496;3053;27134;541;10807;16789;14261;5571;16514
t266;6159;9172;5612;5842;46733;3123;21853;58458;31721;2855;24992;505;10172;16542;13584;5114;16158
t267;6073;8801;5615;5914;45705;3057;21405;55699;30749;2599;23722;495;9755;16316;13230;4756;15965
t268;5926;8498;5540;5870;45507;3029;21366;53014;29494;2427;23182;493;9581;16281;13022;4530;16040
t269;5973;8422;5446;5866;45471;3030;22205;52068;28487;2334;23002;494;9482;16312;13078;4409;16161
t270;6104;8362;5450;5823;44968;3091;25409;52687;27352;2286;23442;487;9536;16432;13145;4259;16384
t271;6315;8448;5355;6058;44196;3239;30341;53830;26935;2251;24755;475;9804;16787;13560;4260;16845
t272;6879;8631;5213;6258;45998;3494;33971;55613;27730;2264;26228;498;10364;17143;13870;4363;17335
t273;7437;9021;5355;6529;48622;3759;34965;57258;29124;2329;28106;513;11148;17720;14316;4277;17907
t274;7855;9543;5586;7091;51617;3959;35739;60169;31602;2412;30525;534;11867;18247;15214;4587;18773
t275;8106;10033;5735;7487;54021;4071;35745;61759;35348;2629;31882;565;12352;18810;15982;5099;19427
t276;8156;10603;5817;7569;56818;4093;35663;63135;38131;2941;32552;588;12562;19084;16340;5497;19895
t277;7667;10873;5953;7418;56880;4055;35711;64476;39665;3200;32127;601;12703;19028;16558;5888;20034
t278;7463;10396;5870;7338;54551;4039;34321;60029;40642;3395;30210;574;12601;18835;16686;6078;20155
t279;7279;9839;5746;7305;52941;3988;33740;57381;40843;3485;29828;559;12427;18955;16510;5859;20255
t280;7254;9533;5723;7292;52420;3971;33620;56069;41501;3406;29801;546;12427;19382;16358;5766;20725
t281;7990;9475;5871;7463;54091;4294;34007;56599;42282;3332;30813;554;12806;20046;17425;5717;21680
t282;8428;10452;6244;7918;59812;4949;35838;62263;45281;3391;34830;604;14491;20273;18142;5598;22214
t283;8417;11002;6445;7969;61559;4898;36961;65835;46357;3716;36408;631;14733;20363;18154;6073;22117
t284;8189;10870;6317;7859;60272;4587;36961;65621;44811;3765;36723;621;14448;20369;18205;6620;21885
t285;7757;10560;6122;7730;57463;4270;36099;63014;42648;3550;35640;597;13888;20240;17747;6718;21379
t286;7533;10097;5998;7303;55921;4004;33395;60188;40120;3409;33893;569;13140;19852;16937;6631;20717
t287;7555;10148;5958;7105;55982;3734;30162;63143;36531;3200;31244;574;12361;19471;16083;6388;19984
t288;7138;10130;5883;6838;52945;3427;27433;62201;33394;2955;28394;550;11318;18800;14929;6033;19120
t289;6846;9485;5986;6675;50118;3184;25494;58190;29888;2924;25698;520;10544;18008;13941;5433;18564
t290;6611;9014;5914;6744;48244;3075;24161;57509;29302;2703;24030;496;10048;17724;13503;5044;18443
t291;6500;8633;5844;6702;47711;3051;23712;55291;29107;2493;23348;483;9808;17507;13285;4629;18437
t292;6458;8417;5871;6598;48072;3124;23585;53092;28274;2355;23157;481;9701;17592;13294;4495;18691
t293;6850;8450;5924;6702;49729;3228;24128;53611;27507;2301;23683;486;9807;17943;13648;4389;19017
t294;7950;9022;6194;7242;53616;3479;26558;58161;27020;2261;25716;510;10381;18538;14658;4443;19982
t295;9501;10312;6616;8473;62922;4213;31305;66080;28285;2270;31450;588;11983;20127;17442;4572;22157
t296;10217;11364;7127;8992;70769;5097;34573;71946;34324;2463;38495;687;14538;22325;19424;5064;24370
t297;10381;11807;7425;9111;73452;5391;35507;71830;42004;3040;43696;736;16135;22957;20156;5775;24567
t298;10451;11918;7367;9078;73323;5367;36081;72155;43802;3474;46086;745;16472;22701;20445;6590;24518
t299;10430;11926;7378;9005;73721;5456;36012;72162;44640;3596;46305;749;16431;22602;20463;7035;24560
t300;10301;12258;7457;8936;74894;5460;35827;72669;44626;3694;45835;763;16420;22500;20583;7168;24336
t301;10018;12282;7222;8993;74287;5382;35744;72236;44506;3736;43440;747;16200;22515;20537;7260;24132
t302;9980;12225;7359;8927;73768;5392;34243;70791;44469;3777;43118;742;16212;22541;20648;6993;24070
t303;9899;11835;7283;8857;72771;5333;33498;68954;44368;3703;44269;732;16088;22465;20351;7063;24150
t304;10005;11512;7314;8883;72076;5205;33381;67975;44747;3672;44711;720;16003;22527;20340;7161;24537
t305;10568;11341;7345;9080;72171;5364;33965;68339;45647;3719;45482;712;16183;22779;21511;7079;24735
t306;10784;12197;7213;9311;74878;5745;35837;73052;49069;3882;47605;748;17271;22607;22045;7114;24715
t307;10475;12468;7123;9168;74362;5499;36886;76458;50144;4351;46768;767;16857;22318;21683;7527;24249
t308;9849;11934;6853;9072;72433;5137;36918;73285;49796;4340;45625;740;16331;21998;21561;7729;23781
t309;9135;11272;6670;8754;68241;4718;36030;68988;47941;4104;43293;686;15427;21654;20948;7833;22967
t310;8479;10595;6496;8161;64827;4406;33332;65017;45059;3879;40164;647;14489;21137;19609;7566;22003
t311;8350;10815;6354;7617;62078;4007;30045;67861;41148;3638;36230;634;13361;20397;18139;7178;20811
t312;7738;10700;6154;7196;56902;3617;27413;66606;36821;3301;32508;588;12290;19451;16733;6763;19663
t313;7362;9937;6001;7006;53158;3365;25199;62203;32629;3172;29293;544;11296;18753;15678;5986;18852
t314;7036;9370;5905;7009;51210;3186;23970;61237;31963;2900;27548;524;10633;18426;15066;5489;18567
t315;6890;9036;5994;6922;50243;3102;23445;59218;31634;2675;26787;507;10265;18101;14791;5135;18446
t316;6786;8796;6023;6802;50615;3112;23308;57436;30800;2524;26495;515;10189;18088;14791;4873;18519
t317;7093;8852;5954;6920;52139;3193;23769;57761;29985;2426;26684;520;10294;18253;15049;4840;18775
t318;8092;9363;6059;7373;55516;3459;26344;62077;29231;2394;28293;546;10712;18803;15719;4824;19559
t319;9420;10511;6458;8513;63817;4223;30966;69872;30559;2411;33809;608;12237;20309;18132;4936;21667
t320;10330;11504;7136;9069;71173;5054;34278;75712;36444;2626;40920;705;14642;21990;20052;5283;23305
t321;10513;11857;7475;9147;73360;5278;34930;75642;43716;3198;46093;750;16162;22355;20495;5949;23427
t322;10619;11905;7490;9231;72847;5219;35562;75402;45546;3586;48159;764;16574;21998;20734;6803;23155
t323;10705;11960;7502;9213;73398;5270;35474;74937;46077;3701;48180;772;16708;22022;20698;7159;23205
t324;10687;12207;7628;9240;74026;5212;35259;74844;45867;3771;48382;788;16781;21935;20985;7295;23201
t325;10507;12004;7433;9399;73631;5133;35116;73741;45628;3788;45756;775;16588;21772;21055;7336;23170
t326;10493;11988;7503;9352;73150;5164;33910;71949;45601;3849;45046;750;16610;21833;21146;6929;23120
t327;10481;11894;7517;9269;72205;5104;33459;70182;45264;3849;46160;738;16498;22191;20933;6979;23260
t328;10493;11828;7432;9269;71813;4992;33210;68937;45270;3866;46439;731;16431;22036;20930;7135;23430
t329;10753;11826;7415;9250;72070;5189;33891;69214;45773;3950;47283;732;16667;22275;21829;7083;23814
t330;10792;12511;7320;9314;75022;5577;35577;74632;49173;4114;49297;760;17518;22074;22158;7024;23716
t331;10494;12622;7379;9135;74542;5329;36796;78675;50715;4415;48549;771;16861;21733;21839;7378;23349
t332;9779;12058;7073;9053;72780;4996;36869;76261;50301;4345;47056;748;16284;21413;21678;7618;22935
t333;9065;11423;6719;8741;68667;4627;36103;71799;48491;4109;44424;695;15407;21186;21010;7673;22262
t334;8426;10829;6453;8186;65170;4296;33296;67992;45431;3854;40885;647;14475;20621;19581;7419;21269
t335;8276;11001;6304;7689;62142;3925;29988;70809;41203;3615;36943;632;13330;19830;18199;7121;20116
t336;7727;10867;6239;7272;57386;3544;27453;69533;36593;3282;33170;592;12272;18883;16823;6686;19061
t337;6464;10139;6368;7015;53716;3293;25025;64838;32269;3157;30056;558;11282;18162;15740;5902;18388
t338;6287;9686;6165;7047;51575;3141;23847;63781;31366;2873;28309;543;10661;17707;15099;5357;18087
t339;6102;9327;6000;6961;50582;3052;23212;61680;30914;2629;27268;526;10334;17580;14935;5046;18006
t340;6185;9081;6010;6825;51115;3060;23019;59709;30038;2466;27068;521;10254;17624;14889;4855;18096
t341;6628;9185;5880;6920;52640;3160;23759;60349;29155;2397;27333;515;10302;17711;15019;4763;18460
t342;7482;9625;6176;7362;55766;3421;26400;64150;28333;2389;29046;541;10767;18261;15665;4748;19281
t343;8770;10619;6709;8503;64004;4197;30773;71222;29443;2414;34268;609;12309;19918;17977;4866;21316
t344;9198;11632;7290;9105;71124;5020;34046;76474;34959;2641;41207;703;14785;21616;19897;5308;23197
t345;9236;12147;7464;9124;72924;5266;34790;77314;42183;3195;45653;746;16212;22082;20517;6008;23271
t346;9278;12231;7396;9233;72387;5202;35422;77470;44127;3508;47967;755;16657;21927;20865;6845;23089
t347;9287;12349;7341;9192;72848;5294;35643;77215;44656;3588;48575;764;16787;21877;20880;7146;23243
t348;9198;12519;7261;9184;73865;5270;35635;77733;44683;3694;47985;783;16883;21723;21136;7176;23324
t349;9033;12359;7038;9260;73435;5172;35375;77231;44834;3701;45057;757;16792;21671;21171;7394;23177
t350;8968;12364;7040;9207;73047;5204;33992;75684;44752;3708;44225;750;16896;21616;21339;7026;23012
t351;8926;12133;7005;9142;72255;5133;33660;73681;44368;3658;44685;744;16899;21542;21122;7158;23109
t352;8878;12094;7001;9147;71804;5025;33616;72427;44140;3598;44751;737;16847;21650;20978;7322;23445
t353;9443;12099;7081;9157;72295;5219;33882;72270;44562;3616;45839;734;17064;21894;21877;7237;23816
t354;9607;12666;7343;9321;75534;5591;35537;76182;47964;3767;48481;769;17752;21732;22223;7291;23963
t355;9196;12726;7323;9144;75211;5368;36832;79243;49973;4240;48527;771;16940;21416;21905;7495;23428
t356;8681;12191;7005;9026;73297;5009;36838;75921;49118;4261;47360;753;16349;21151;21795;7760;22826
t357;8060;11482;6642;8796;69012;4661;36025;71058;47163;4043;44698;698;15487;20805;21051;7814;22110
t358;7900;10973;6423;8225;65724;4336;33412;66894;44273;3807;41452;652;14536;20272;19632;7529;21132
t359;7416;11156;6269;7772;63065;3948;30332;69023;40315;3568;37372;631;13324;19672;18207;7262;20023
t360;6718;11049;6026;7341;58188;3574;27565;67748;36120;3236;33669;586;12240;18781;16754;6702;18753
t361;7445;10241;6128;7128;54686;3310;25426;63290;32178;3127;30199;552;11201;17952;15733;6001;18042
t362;7208;9682;6064;7136;52367;3226;24159;62288;31409;2851;28398;529;10517;17521;15007;5491;17793
t363;7052;9308;5965;7071;51337;3174;23583;59859;30969;2609;27516;516;10188;17420;14769;5114;17665
t364;6950;9011;5916;6948;51768;3223;23371;57518;29953;2448;27220;512;10119;17291;14793;4938;17846
t365;7205;9062;5747;7030;53166;3307;23954;57633;28954;2365;27470;514;10158;17506;14999;4846;18159
t366;8208;9509;6011;7460;56376;3560;26495;61321;28204;2330;29190;550;10628;18170;15735;4774;18968
t367;9649;10645;6471;8612;64201;4260;31231;68846;29432;2358;34747;610;12153;19475;18016;4958;20943
t368;10344;11613;7142;9093;71444;5121;34118;74021;35059;2573;41687;695;14638;21460;19880;5384;22904
t369;10503;11925;7500;9170;73636;5434;34973;74087;42226;3134;46558;746;16215;22145;20483;5978;23254
t370;10571;11979;7411;9251;73171;5383;35523;74691;43926;3483;48489;752;16565;21756;20811;6837;23001
t371;10626;12090;7470;9209;73899;5467;35395;74827;44333;3544;48566;760;16654;21562;20785;7122;23107
t372;10501;12184;7517;9204;74687;5471;35216;75323;44096;3601;48257;778;16706;21383;20995;7176;23145
t373;10185;12077;7224;9303;74252;5374;35077;74374;44005;3624;45559;757;16540;21201;21001;7341;22993
t374;10136;12104;7283;9202;73796;5382;33793;72876;44013;3658;44597;751;16606;21202;21184;7060;22854
t375;10096;12102;7235;9210;72977;5324;32993;71228;43765;3619;45824;741;16588;21360;20947;7084;22828
t376;10164;11953;7181;9190;72385;5226;32768;70037;43927;3594;46209;726;16585;21443;20854;7109;23105
t377;10583;11671;7178;9149;72896;5415;33126;70006;44659;3666;46939;732;16752;21786;21823;6998;23631
t378;10782;12367;7331;9376;75709;5754;34906;74231;48328;3845;49146;761;17366;21654;22284;6975;23743
t379;10538;12662;7338;9181;75030;5537;35868;77826;50618;4240;48758;768;16970;21464;21990;7370;23374
t380;9857;12120;6962;9059;73030;5184;35774;74236;49555;4292;47479;750;16378;21207;21770;7768;22866
t381;9121;11505;6645;8801;68869;4846;34962;69863;47332;4087;44860;699;15565;20772;21118;7790;22188
t382;8459;10891;6428;8241;65487;4529;32960;65831;44242;3860;41513;642;14461;20342;19786;7557;21364
t383;8348;11028;6320;7712;62603;4180;30433;68420;40109;3604;37522;628;13273;19760;18280;7230;20395
t384;7679;10898;6303;7288;57687;3802;28108;67163;35878;3256;33899;590;12245;18804;16915;6842;19383
t385;7319;10189;6172;7046;53599;3530;25881;62514;32066;3129;30672;545;11301;18063;15752;6059;18661
t386;7049;9607;6161;7115;51507;3389;24204;61696;31187;2872;28700;526;10620;17761;15249;5501;18393
t387;6871;9205;6001;6996;50608;3327;23144;59590;30648;2624;27839;509;10272;17621;14967;5089;18436
t388;6749;9098;6135;6828;50899;3331;22779;57580;29636;2464;27645;507;10122;17526;15029;4989;18678
t389;7084;9181;6051;6889;52310;3403;22717;57837;28617;2378;27844;520;10187;17604;15156;4941;18985
t390;7964;9535;5964;7333;55400;3630;23140;61768;27822;2345;29435;545;10645;18024;15770;4920;19832
t391;9339;10632;6494;8441;63266;4301;24478;69380;28921;2363;34572;608;12182;19555;18045;4960;21932
t392;10151;11582;7103;8978;70870;5121;26098;75042;34473;2577;41660;706;14609;21541;19768;5410;23927
t393;10396;12034;7444;9071;73460;5407;28794;74726;41781;3134;46566;740;16206;22259;20360;6122;24402
t394;10408;12084;7508;9173;73374;5390;31221;74462;43826;3494;48385;735;16679;22167;20751;6889;24292
t395;10462;12204;7549;9180;73877;5469;31704;73730;44475;3558;48398;732;16760;21975;20686;7354;24270
t396;10201;12353;7571;9206;74166;5434;31575;73293;44350;3613;48043;749;16744;21912;20906;7455;24085
t397;9889;11983;7293;9169;72792;5294;31818;72109;44301;3623;45447;733;16437;21615;20962;7583;23600
t398;9787;11990;7198;9094;71301;5172;30747;69563;44272;3643;45081;716;16424;21498;21011;7274;23186
t399;9662;11621;7001;9027;69880;5007;29314;67187;43711;3586;46021;711;16313;21392;20682;7379;22931
t400;9715;11541;6847;9024;68853;4905;28560;65401;43578;3549;46409;691;16121;21354;20676;7469;23042
t401;10147;11612;6838;8977;69123;5135;28712;65166;43469;3569;47345;695;16297;21590;21604;7397;23634
t402;10359;12276;7131;9119;72960;5523;30769;70504;46714;3715;49295;733;17119;21594;22086;7370;23714
t403;9998;12271;7208;8912;73064;5348;31974;74000;49471;4122;48746;758;16648;21345;21772;7488;23150
t404;9313;11647;6961;8720;70817;4900;32408;71517;48473;4154;47363;736;15945;21017;21523;7787;22320
t405;8654;11105;6565;8355;66338;4485;32378;67459;46010;3963;44460;682;15061;20584;20807;7793;21386
t406;8131;10580;6344;7791;62928;4192;30926;64711;42698;3715;41030;638;13997;20042;19407;7507;20497
t407;8150;10738;6259;7274;60742;3888;28819;67705;39067;3455;37072;632;12980;19448;18033;7195;19770
t408;7473;10767;6096;6924;56795;3594;26326;66369;35630;3176;33526;585;12126;18963;16759;6790;18999
t409;7061;10062;6078;6514;53111;3355;24114;61638;32462;3152;30636;549;11272;18402;15730;6115;18394
t410;6747;9466;6039;6376;50792;3201;22353;60276;31678;2943;28779;540;10496;17989;15025;5531;18024
t411;6481;9013;5786;6438;49440;3136;21469;57632;30702;2658;27555;531;9988;17753;14685;5028;17847
t412;6372;8716;5606;6372;49305;3098;21069;55145;29271;2467;26976;523;9810;17686;14527;4785;17801
t413;6447;8561;5431;6378;49247;3122;21256;54542;28043;2349;26894;518;9746;17736;14530;4702;17875
t414;6767;8573;5589;6371;49419;3196;21466;55845;26957;2292;27604;523;9860;17856;14655;4637;18164
t415;7290;8860;5568;6708;50062;3414;22105;58353;26880;2260;30265;521;10404;18222;15521;4670;18680
t416;8010;9154;5653;6986;53318;3731;22597;61499;28911;2327;34450;554;11383;18761;16251;4745;19300
t417;8567;9682;5994;7295;57223;4079;24537;63445;31669;2496;37626;578;12581;19620;17179;4771;19949
t418;8848;10228;6172;7868;60073;4324;26980;65662;34963;2687;39842;597;13558;20210;18203;5304;20642
t419;9078;10579;6297;8154;61838;4522;28296;65671;38268;3002;40173;608;14043;20657;18762;5815;21115
t420;9097;10915;6309;8206;62570;4569;28577;66261;39459;3273;39678;630;14119;20611;18867;6058;21181
t421;8739;10813;6377;8018;61708;4528;29096;67248;39870;3407;37746;620;13883;20491;18833;6173;21002
t422;8573;10618;6299;7974;59598;4466;28855;63928;39785;3475;35518;600;13681;20297;18830;6265;20803
t423;8439;10245;6199;7826;57785;4443;27815;61573;38912;3444;34784;589;13480;20171;18457;6109;20698
t424;8509;10038;6156;7863;57519;4451;27260;60332;38354;3343;35149;572;13278;20341;18405;6057;21081
t425;8960;9939;6252;7833;58543;4688;27025;60062;38435;3332;36365;572;13427;20734;19404;6054;21974
t426;9099;10677;6631;8067;63594;5082;29027;64852;41271;3443;40033;619;14693;20928;19786;6086;22247
t427;8788;11089;6714;7933;64373;4946;31054;67978;44655;3880;41418;651;14792;20806;19502;6707;21871
t428;8334;10660;6474;7686;62104;4566;32045;66175;43765;3939;41083;637;14375;20340;19295;7143;21284
t429;7783;10182;6102;7373;58066;4304;32414;62764;41114;3709;38532;604;13617;19899;18716;7213;20552
t430;7251;9738;5910;6916;56101;4047;31090;60289;38489;3487;35550;573;12822;19422;17480;6958;19937
t431;7306;9845;5923;6659;55463;3824;28647;63639;35761;3266;32785;571;12237;18944;16452;6637;19233
t432;6798;10014;5766;6407;52239;3594;25657;63718;33253;3029;30407;542;11433;18403;15383;6334;18676
t433;6449;9434;5787;6021;49097;3446;23548;59408;30815;3037;27803;512;10749;17936;14372;5787;18172
t434;6102;8876;5906;5904;46916;3287;22151;58315;30083;2870;25800;489;10071;17639;13631;5277;17776
t435;5896;8409;5787;5955;45732;3226;21696;55365;29035;2627;24667;473;9660;17404;13351;4837;17506
t436;5822;8130;5730;5902;45268;3216;21661;52627;27680;2437;24018;466;9429;17351;13186;4574;17452
t437;5816;8046;5624;5869;45355;3229;22632;51401;26534;2314;23918;462;9284;17337;13135;4427;17512
t438;6004;8072;5674;5802;44699;3287;25685;51988;25437;2227;24348;466;9399;17433;13326;4417;17733
t439;6264;8212;5499;6015;44105;3442;30739;53144;25458;2189;25531;463;9808;17683;13706;4388;18178
t440;6796;8358;5459;6226;46182;3741;34594;54736;26741;2210;27038;488;10354;17946;13984;4487;18728
t441;7288;8768;5643;6512;49468;4038;35917;56644;28437;2292;28876;504;11174;18460;14548;4259;19222
t442;7746;9317;5490;7066;53076;4253;36680;59805;31144;2365;31710;528;11872;18991;15559;4643;19843
t443;8023;9847;5650;7469;55918;4433;36588;61701;34741;2609;33360;562;12442;19591;16328;5175;20432
t444;8039;10194;5693;7594;58593;4545;36284;63011;37050;2900;33879;594;12803;19733;16675;5585;20646
t445;7621;10511;5856;7438;58206;4508;35991;64323;38136;3119;33575;596;13091;19810;16834;5911;20642
t446;7462;10254;5710;7371;55923;4470;34845;60358;38686;3294;31470;565;13052;19658;17054;5959;20669
t447;7287;9770;5586;7352;54316;4475;34088;57845;38208;3323;30818;544;12916;19729;16860;5644;20665
t448;7316;9572;5573;7368;53739;4496;33818;56214;37777;3221;31416;531;12763;19856;16732;5602;20953
t449;7839;9410;5766;7463;54867;4737;34162;56475;38321;3175;31906;533;13016;20260;17731;5495;21828
t450;8321;10154;6358;7867;59500;5220;36143;61564;41641;3271;35136;576;14353;20351;18358;5464;22318
t451;8295;10662;6572;7909;61169;5117;37755;66340;45643;3672;36699;612;14647;20119;18424;6130;22189
t452;7994;10610;6442;7842;59679;4805;37845;66346;45080;3766;37152;609;14369;19934;18407;6773;21840
t453;7545;10328;6107;7628;57076;4470;36855;63867;42983;3612;35924;584;13792;19758;17911;6946;21346
